location_key,block,street_name,geocode_quality,matched_address,nearest_mrt_station,nearest_mrt_distance_reference_m,mrt_distance_model_eligible,nearest_mrt_distance_m
722|WOODLANDS AVE 6,722,WOODLANDS AVE 6,exact_building,722 WOODLANDS AVENUE 6 SINGAPORE 730722,ADMIRALTY,564.9959569582234,True,564.9959569582234
742|WOODLANDS CIRCLE,742,WOODLANDS CIRCLE,exact_building,742 WOODLANDS CIRCLE SINGAPORE 730742,ADMIRALTY,622.852771053155,True,622.852771053155
732|WOODLANDS CIRCLE,732,WOODLANDS CIRCLE,exact_building,732 WOODLANDS CIRCLE SINGAPORE 730732,ADMIRALTY,395.1925204175042,True,395.1925204175042
727|WOODLANDS CIRCLE,727,WOODLANDS CIRCLE,exact_building,727 WOODLANDS CIRCLE SINGAPORE 730727,ADMIRALTY,351.63958581446235,True,351.63958581446235
159|ANG MO KIO AVE 4,159,ANG MO KIO AVE 4,exact_building,159 ANG MO KIO AVENUE 4 SINGAPORE 560159,MAYFLOWER,301.41071077794885,True,301.41071077794885
623|BT BATOK CTRL,623,BT BATOK CTRL,exact_building,623 BUKIT BATOK CENTRAL SINGAPORE 650623,BUKIT BATOK,152.2711330545422,True,152.2711330545422
442|FAJAR RD,442,FAJAR RD,exact_building,442 FAJAR ROAD SINGAPORE 670442,BUKIT PANJANG,1093.7861359881567,True,1093.7861359881567
176|LOMPANG RD,176,LOMPANG RD,exact_building,176 LOMPANG ROAD SINGAPORE 670176,BUKIT PANJANG,430.9715993803319,True,430.9715993803319
92A|PIPIT RD,92A,PIPIT RD,exact_building,92A PIPIT ROAD SINGAPORE 371092,MACPHERSON,254.85245072544552,True,254.85245072544552
911|HOUGANG ST 91,911,HOUGANG ST 91,exact_building,911 HOUGANG STREET 91 SINGAPORE 530911,BUANGKOK,1119.9087208318242,True,1119.9087208318242
367|CORPORATION DR,367,CORPORATION DR,exact_building,367 CORPORATION DRIVE SINGAPORE 610367,LAKESIDE,713.7671039961119,True,713.7671039961119
6|BOON KENG RD,6,BOON KENG RD,exact_building,6 BOON KENG ROAD SINGAPORE 330006,BOON KENG,94.32550160987697,True,94.32550160987697
729|TAMPINES ST 71,729,TAMPINES ST 71,exact_building,729 TAMPINES STREET 71 TAMPINES COURTVIEW SINGAPORE 520729,TAMPINES,949.3437231957796,True,949.3437231957796
893|TAMPINES AVE 8,893,TAMPINES AVE 8,exact_building,893 TAMPINES AVENUE 8 SINGAPORE 520893,TAMPINES WEST,940.4245919095988,True,940.4245919095988
718|WOODLANDS AVE 6,718,WOODLANDS AVE 6,exact_building,718 WOODLANDS AVENUE 6 CARE CORNER FAMILY SERVICE CENTRE (ADMIRALTY),ADMIRALTY,121.53569769543948,True,121.53569769543948
740|WOODLANDS CIRCLE,740,WOODLANDS CIRCLE,exact_building,740 WOODLANDS CIRCLE SINGAPORE 730740,ADMIRALTY,642.3554615908724,True,642.3554615908724
744|WOODLANDS CIRCLE,744,WOODLANDS CIRCLE,exact_building,744 WOODLANDS CIRCLE SINGAPORE 730744,ADMIRALTY,569.2261318342292,True,569.2261318342292
745|WOODLANDS CIRCLE,745,WOODLANDS CIRCLE,exact_building,745 WOODLANDS CIRCLE SINGAPORE 730745,ADMIRALTY,575.2961565778883,True,575.2961565778883
736|WOODLANDS CIRCLE,736,WOODLANDS CIRCLE,exact_building,736 WOODLANDS CIRCLE SINGAPORE 730736,ADMIRALTY,483.6080972845636,True,483.6080972845636
733|WOODLANDS CIRCLE,733,WOODLANDS CIRCLE,exact_building,733 WOODLANDS CIRCLE SINGAPORE 730733,ADMIRALTY,399.52767881696354,True,399.52767881696354
726|WOODLANDS CIRCLE,726,WOODLANDS CIRCLE,exact_building,726 WOODLANDS CIRCLE SINGAPORE 730726,ADMIRALTY,420.2719286686092,True,420.2719286686092
796|WOODLANDS DR 72,796,WOODLANDS DR 72,exact_building,796 WOODLANDS DRIVE 72 SINGAPORE 730796,ADMIRALTY,350.43047805379706,True,350.43047805379706
743|WOODLANDS CIRCLE,743,WOODLANDS CIRCLE,exact_building,743 WOODLANDS CIRCLE SINGAPORE 730743,ADMIRALTY,585.5326379296883,True,585.5326379296883
728|WOODLANDS CIRCLE,728,WOODLANDS CIRCLE,exact_building,728 WOODLANDS CIRCLE SINGAPORE 730728,ADMIRALTY,313.57224593168644,True,313.57224593168644
723|WOODLANDS AVE 6,723,WOODLANDS AVE 6,exact_building,723 WOODLANDS AVENUE 6 SINGAPORE 730723,ADMIRALTY,559.1938693954994,True,559.1938693954994
725|WOODLANDS AVE 6,725,WOODLANDS AVE 6,exact_building,725 WOODLANDS AVENUE 6 SINGAPORE 730725,ADMIRALTY,447.0777915890942,True,447.0777915890942
788|WOODLANDS AVE 6,788,WOODLANDS AVE 6,exact_building,788 WOODLANDS AVENUE 6 SINGAPORE 730788,ADMIRALTY,305.54183913692276,True,305.54183913692276
624|BT BATOK CTRL,624,BT BATOK CTRL,exact_building,624 BUKIT BATOK CENTRAL SINGAPORE 650624,BUKIT BATOK,204.55014407519505,True,204.55014407519505
626|BT BATOK CTRL,626,BT BATOK CTRL,exact_building,626 BUKIT BATOK CENTRAL SINGAPORE 650626,BUKIT BATOK,258.19132506575755,True,258.19132506575755
174|LOMPANG RD,174,LOMPANG RD,exact_building,174 LOMPANG ROAD SINGAPORE 670174,BUKIT PANJANG,501.04286850830096,True,501.04286850830096
643|CHOA CHU KANG ST 64,643,CHOA CHU KANG ST 64,exact_building,643 CHOA CHU KANG STREET 64 SINGAPORE 680643,YEW TEE,151.93344989086296,True,151.93344989086296
638|CHOA CHU KANG ST 64,638,CHOA CHU KANG ST 64,exact_building,638 CHOA CHU KANG STREET 64 SINGAPORE 680638,YEW TEE,119.48632347069451,True,119.48632347069451
92|PIPIT RD,92,PIPIT RD,exact_building,92 PIPIT ROAD SINGAPORE 370092,MACPHERSON,249.23403237486968,True,249.23403237486968
914|HOUGANG ST 91,914,HOUGANG ST 91,exact_building,914 HOUGANG STREET 91 SINGAPORE 530914,HOUGANG,1068.3858336955032,True,1068.3858336955032
915|HOUGANG ST 91,915,HOUGANG ST 91,exact_building,915 HOUGANG STREET 91 SINGAPORE 530915,HOUGANG,1086.759386737492,True,1086.759386737492
365|CORPORATION DR,365,CORPORATION DR,exact_building,365 CORPORATION DRIVE SINGAPORE 610365,LAKESIDE,696.4114141497583,True,696.4114141497583
547|SERANGOON NTH AVE 3,547,SERANGOON NTH AVE 3,exact_building,547 SERANGOON NORTH AVENUE 3 SINGAPORE 550547,KOVAN,2172.023572590801,True,2172.023572590801
730|TAMPINES ST 71,730,TAMPINES ST 71,exact_building,730 TAMPINES STREET 71 HDB PUBLIC SHELTERS,TAMPINES,1022.62489609887,True,1022.62489609887
738|TAMPINES ST 72,738,TAMPINES ST 72,exact_building,738 TAMPINES STREET 72 TAMPINES GREEN VALE SINGAPORE 520738,TAMPINES,1068.393815477976,True,1068.393815477976
739|TAMPINES ST 72,739,TAMPINES ST 72,exact_building,739 TAMPINES STREET 72 TAMPINES GREEN VALE SINGAPORE 520739,TAMPINES,1115.3871211760495,True,1115.3871211760495
740|TAMPINES ST 72,740,TAMPINES ST 72,exact_building,740 TAMPINES STREET 72 TAMPINES GREEN VALE SINGAPORE 520740,TAMPINES,1162.3841677812277,True,1162.3841677812277
352|WOODLANDS AVE 1,352,WOODLANDS AVE 1,exact_building,352 WOODLANDS AVENUE 1 SINGAPORE 730352,WOODLANDS,498.24763874529344,True,498.24763874529344
354|WOODLANDS AVE 1,354,WOODLANDS AVE 1,exact_building,354 WOODLANDS AVENUE 1 SINGAPORE 730354,WOODLANDS,399.3315720574584,True,399.3315720574584
791|WOODLANDS AVE 6,791,WOODLANDS AVE 6,exact_building,791 WOODLANDS AVENUE 6 SINGAPORE 730791,ADMIRALTY,264.73441026817454,True,264.73441026817454
724|WOODLANDS AVE 6,724,WOODLANDS AVE 6,exact_building,724 WOODLANDS AVENUE 6 SINGAPORE 730724,ADMIRALTY,496.18194478511583,True,496.18194478511583
735|WOODLANDS CIRCLE,735,WOODLANDS CIRCLE,exact_building,735 WOODLANDS CIRCLE SINGAPORE 730735,ADMIRALTY,474.2920278854357,True,474.2920278854357
721|WOODLANDS CIRCLE,721,WOODLANDS CIRCLE,exact_building,721 WOODLANDS CIRCLE SINGAPORE 730721,ADMIRALTY,389.5632299450931,True,389.5632299450931
737|WOODLANDS CIRCLE,737,WOODLANDS CIRCLE,exact_building,737 WOODLANDS CIRCLE SINGAPORE 730737,ADMIRALTY,537.0327448669998,True,537.0327448669998
729|WOODLANDS CIRCLE,729,WOODLANDS CIRCLE,exact_building,729 WOODLANDS CIRCLE SINGAPORE 730729,ADMIRALTY,311.00361250811034,True,311.00361250811034
730|WOODLANDS CIRCLE,730,WOODLANDS CIRCLE,exact_building,730 WOODLANDS CIRCLE SINGAPORE 730730,ADMIRALTY,381.8239605554062,True,381.8239605554062
353|WOODLANDS AVE 1,353,WOODLANDS AVE 1,exact_building,353 WOODLANDS AVENUE 1 SINGAPORE 730353,WOODLANDS,431.9852472036267,True,431.9852472036267
789|WOODLANDS AVE 6,789,WOODLANDS AVE 6,exact_building,789 WOODLANDS AVENUE 6 SINGAPORE 730789,ADMIRALTY,336.05669161045506,True,336.05669161045506
797|WOODLANDS DR 72,797,WOODLANDS DR 72,exact_building,797 WOODLANDS DRIVE 72 SINGAPORE 730797,ADMIRALTY,394.476428588365,True,394.476428588365
158|ANG MO KIO AVE 4,158,ANG MO KIO AVE 4,exact_building,158 ANG MO KIO AVENUE 4 SINGAPORE 560158,MAYFLOWER,220.10752031983816,True,220.10752031983816
290F|BT BATOK ST 24,290F,BT BATOK ST 24,exact_building,290F BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 655290,BUKIT BATOK,1081.917925274846,True,1081.917925274846
290B|BT BATOK ST 24,290B,BT BATOK ST 24,exact_building,290B BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 653290,BUKIT BATOK,987.166894957276,True,987.166894957276
173|GANGSA RD,173,GANGSA RD,exact_building,173 GANGSA ROAD SINGAPORE 670173,BUKIT PANJANG,541.2360957199296,True,541.2360957199296
175|LOMPANG RD,175,LOMPANG RD,exact_building,175 LOMPANG ROAD SINGAPORE 670175,BUKIT PANJANG,454.335675982343,True,454.335675982343
635|CHOA CHU KANG NTH 6,635,CHOA CHU KANG NTH 6,exact_building,635 CHOA CHU KANG NORTH 6 SINGAPORE 680635,YEW TEE,244.81981986319553,True,244.81981986319553
636|CHOA CHU KANG NTH 6,636,CHOA CHU KANG NTH 6,exact_building,636 CHOA CHU KANG NORTH 6 SINGAPORE 680636,YEW TEE,169.57957928112896,True,169.57957928112896
639|CHOA CHU KANG ST 64,639,CHOA CHU KANG ST 64,exact_building,639 CHOA CHU KANG STREET 64 SINGAPORE 680639,YEW TEE,187.43879700356513,True,187.43879700356513
580|HOUGANG AVE 4,580,HOUGANG AVE 4,exact_building,580 HOUGANG AVENUE 4 SINGAPORE 530580,BUANGKOK,840.5457818931598,True,840.5457818931598
543|SERANGOON NTH AVE 3,543,SERANGOON NTH AVE 3,exact_building,543 SERANGOON NORTH AVENUE 3 SINGAPORE 550543,KOVAN,2174.199845411289,True,2174.199845411289
792|WOODLANDS AVE 6,792,WOODLANDS AVE 6,exact_building,792 WOODLANDS AVENUE 6 SINGAPORE 730792,ADMIRALTY,207.4563402805227,True,207.4563402805227
793|WOODLANDS AVE 6,793,WOODLANDS AVE 6,exact_building,793 WOODLANDS AVENUE 6 SINGAPORE 730793,ADMIRALTY,264.68236427804214,True,264.68236427804214
746|WOODLANDS CIRCLE,746,WOODLANDS CIRCLE,exact_building,746 WOODLANDS CIRCLE SINGAPORE 730746,ADMIRALTY,619.7929160833604,True,619.7929160833604
747|WOODLANDS CIRCLE,747,WOODLANDS CIRCLE,exact_building,747 WOODLANDS CIRCLE SINGAPORE 730747,ADMIRALTY,678.6243465060471,True,678.6243465060471
748|WOODLANDS CIRCLE,748,WOODLANDS CIRCLE,exact_building,748 WOODLANDS CIRCLE SINGAPORE 730748,ADMIRALTY,776.2506205467747,True,776.2506205467747
738|WOODLANDS CIRCLE,738,WOODLANDS CIRCLE,exact_building,738 WOODLANDS CIRCLE SINGAPORE 730738,ADMIRALTY,512.1953202407904,True,512.1953202407904
751|WOODLANDS CIRCLE,751,WOODLANDS CIRCLE,exact_building,751 WOODLANDS CIRCLE SINGAPORE 730751,ADMIRALTY,864.2392894046706,True,864.2392894046706
290G|BT BATOK ST 24,290G,BT BATOK ST 24,exact_building,290G BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 656290,BUKIT BATOK,1046.0521249941603,True,1046.0521249941603
291A|BT BATOK ST 24,291A,BT BATOK ST 24,exact_building,291A BUKIT BATOK STREET 24 MY FIRST SKOOL,BUKIT BATOK,931.0549202566044,True,931.0549202566044
627|BT BATOK CTRL,627,BT BATOK CTRL,exact_building,627 BUKIT BATOK CENTRAL SINGAPORE 650627,BUKIT BATOK,262.7587483362801,True,262.7587483362801
290C|BT BATOK EAST AVE 3,290C,BT BATOK EAST AVE 3,exact_building,290C BUKIT BATOK EAST AVENUE 3 SPRING VIEW SINGAPORE 650290,BUKIT BATOK,1005.967205638754,True,1005.967205638754
2|JLN BT HO SWEE,2,JLN BT HO SWEE,exact_building,2 JALAN BUKIT HO SWEE BUKIT HO SWEE VIEW SINGAPORE 162002,HAVELOCK,184.3412194556928,True,184.3412194556928
151|JLN TECK WHYE,151,JLN TECK WHYE,exact_building,151 JALAN TECK WHYE SINGAPORE 680151,BUKIT PANJANG,368.0167773594148,True,368.0167773594148
155|JLN TECK WHYE,155,JLN TECK WHYE,exact_building,155 JALAN TECK WHYE SINGAPORE 680155,BUKIT PANJANG,336.9866040764674,True,336.9866040764674
631|CHOA CHU KANG NTH 6,631,CHOA CHU KANG NTH 6,exact_building,631 CHOA CHU KANG NORTH 6 SINGAPORE 680631,YEW TEE,86.56414918232937,True,86.56414918232937
637|CHOA CHU KANG NTH 6,637,CHOA CHU KANG NTH 6,exact_building,637 CHOA CHU KANG NORTH 6 SINGAPORE 680637,YEW TEE,89.1771882501591,True,89.1771882501591
641|CHOA CHU KANG ST 64,641,CHOA CHU KANG ST 64,exact_building,641 CHOA CHU KANG STREET 64 SINGAPORE 680641,YEW TEE,277.81442096541963,True,277.81442096541963
154|JLN TECK WHYE,154,JLN TECK WHYE,exact_building,154 JALAN TECK WHYE SINGAPORE 680154,BUKIT PANJANG,239.37441862469743,True,239.37441862469743
55|PIPIT RD,55,PIPIT RD,exact_building,55 PIPIT ROAD SINGAPORE 370055,MACPHERSON,156.64890495207902,True,156.64890495207902
735|TAMPINES ST 72,735,TAMPINES ST 72,exact_building,735 TAMPINES STREET 72 HDB PUBLIC SHELTERS,TAMPINES,1031.8808323799865,True,1031.8808323799865
742|TAMPINES ST 72,742,TAMPINES ST 72,exact_building,742 TAMPINES STREET 72 TAMPINES GREEN VALE SINGAPORE 520742,TAMPINES,1113.911798266152,True,1113.911798266152
351|WOODLANDS AVE 1,351,WOODLANDS AVE 1,exact_building,351 WOODLANDS AVENUE 1 SINGAPORE 730351,WOODLANDS,488.2105265480832,True,488.2105265480832
355|WOODLANDS AVE 1,355,WOODLANDS AVE 1,exact_building,355 WOODLANDS AVENUE 1 SINGAPORE 730355,WOODLANDS,422.7179727132043,True,422.7179727132043
752|WOODLANDS CIRCLE,752,WOODLANDS CIRCLE,exact_building,752 WOODLANDS CIRCLE SINGAPORE 730752,ADMIRALTY,838.0628245660628,True,838.0628245660628
787B|WOODLANDS CRES,787B,WOODLANDS CRES,exact_building,787B WOODLANDS CRESCENT SINGAPORE 732787,ADMIRALTY,441.9890729000042,True,441.9890729000042
794|WOODLANDS DR 72,794,WOODLANDS DR 72,exact_building,794 WOODLANDS DRIVE 72 SINGAPORE 730794,ADMIRALTY,336.0564313557351,True,336.0564313557351
786B|WOODLANDS DR 60,786B,WOODLANDS DR 60,exact_building,786B WOODLANDS DRIVE 60 SINGAPORE 732786,ADMIRALTY,566.4228457179923,True,566.4228457179923
787E|WOODLANDS CRES,787E,WOODLANDS CRES,exact_building,787E WOODLANDS CRESCENT SINGAPORE 735787,ADMIRALTY,498.80865460001786,True,498.80865460001786
786C|WOODLANDS DR 60,786C,WOODLANDS DR 60,exact_building,786C WOODLANDS DRIVE 60 SINGAPORE 733786,ADMIRALTY,583.6448463188048,True,583.6448463188048
795|WOODLANDS DR 72,795,WOODLANDS DR 72,exact_building,795 WOODLANDS DRIVE 72 SINGAPORE 730795,ADMIRALTY,400.3509275341109,True,400.3509275341109
290D|BT BATOK EAST AVE 3,290D,BT BATOK EAST AVE 3,exact_building,290D BUKIT BATOK EAST AVENUE 3 ACE @ WORK ENRICHMENT PTE LTD,BUKIT BATOK,1003.0327918206648,True,1003.0327918206648
291D|BT BATOK ST 24,291D,BT BATOK ST 24,exact_building,291D BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 653291,BUKIT BATOK,884.1310243343712,True,884.1310243343712
291B|BT BATOK ST 24,291B,BT BATOK ST 24,exact_building,291B BUKIT BATOK STREET 24 HDB PUBLIC SHELTERS,BUKIT BATOK,940.4126616590694,True,940.4126616590694
290E|BT BATOK ST 24,290E,BT BATOK ST 24,exact_building,290E BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 654290,BUKIT BATOK,1056.6325583906514,True,1056.6325583906514
628|BT BATOK CTRL,628,BT BATOK CTRL,exact_building,628 BUKIT BATOK CENTRAL SINGAPORE 650628,BUKIT BATOK,212.51529822089807,True,212.51529822089807
158|JLN TECK WHYE,158,JLN TECK WHYE,exact_building,158 JALAN TECK WHYE SINGAPORE 680158,BUKIT PANJANG,304.5136260393549,True,304.5136260393549
152|JLN TECK WHYE,152,JLN TECK WHYE,exact_building,152 JALAN TECK WHYE SINGAPORE 680152,BUKIT PANJANG,276.6547063168074,True,276.6547063168074
634|CHOA CHU KANG NTH 6,634,CHOA CHU KANG NTH 6,exact_building,634 CHOA CHU KANG NORTH 6 SINGAPORE 680634,YEW TEE,259.07913589017625,True,259.07913589017625
640|CHOA CHU KANG ST 64,640,CHOA CHU KANG ST 64,exact_building,640 CHOA CHU KANG STREET 64 SINGAPORE 680640,YEW TEE,256.63665085790336,True,256.63665085790336
642|CHOA CHU KANG ST 64,642,CHOA CHU KANG ST 64,exact_building,642 CHOA CHU KANG STREET 64 SINGAPORE 680642,YEW TEE,211.1758051167187,True,211.1758051167187
163|JLN TECK WHYE,163,JLN TECK WHYE,exact_building,163 JALAN TECK WHYE SINGAPORE 680163,BUKIT PANJANG,297.59630273421783,True,297.59630273421783
56|PIPIT RD,56,PIPIT RD,exact_building,56 PIPIT ROAD SINGAPORE 370056,MACPHERSON,116.56380271093508,True,116.56380271093508
166|HOUGANG AVE 1,166,HOUGANG AVE 1,exact_building,166 HOUGANG AVENUE 1 SINGAPORE 530166,KOVAN,1030.539750824919,True,1030.539750824919
4|CHANGI VILLAGE RD,4,CHANGI VILLAGE RD,exact_building,4 CHANGI VILLAGE ROAD SINGAPORE 500004,CHANGI AIRPORT,3544.5091703494195,True,3544.5091703494195
546|SERANGOON NTH AVE 3,546,SERANGOON NTH AVE 3,exact_building,546 SERANGOON NORTH AVENUE 3 SINGAPORE 550546,KOVAN,2295.1465928512216,True,2295.1465928512216
720|TAMPINES ST 72,720,TAMPINES ST 72,exact_building,720 TAMPINES STREET 72 TAMPINES STARLIGHT SINGAPORE 520720,TAMPINES,831.192656489073,True,831.192656489073
750|WOODLANDS AVE 4,750,WOODLANDS AVE 4,exact_building,750 WOODLANDS AVENUE 4 SINGAPORE 730750,ADMIRALTY,842.903945643159,True,842.903945643159
755|WOODLANDS AVE 4,755,WOODLANDS AVE 4,exact_building,755 WOODLANDS AVENUE 4 SINGAPORE 730755,WOODLANDS NORTH,919.5616573663436,True,919.5616573663436
787D|WOODLANDS CRES,787D,WOODLANDS CRES,exact_building,787D WOODLANDS CRESCENT SINGAPORE 734787,ADMIRALTY,511.350977859714,True,511.350977859714
786F|WOODLANDS DR 60,786F,WOODLANDS DR 60,exact_building,786F WOODLANDS DRIVE 60 SINGAPORE 736786,ADMIRALTY,628.7863842486121,True,628.7863842486121
757|WOODLANDS AVE 4,757,WOODLANDS AVE 4,exact_building,757 WOODLANDS AVENUE 4 SINGAPORE 730757,ADMIRALTY,908.9649598375548,True,908.9649598375548
798|WOODLANDS DR 72,798,WOODLANDS DR 72,exact_building,798 WOODLANDS DRIVE 72 SINGAPORE 730798,ADMIRALTY,434.80452392310775,True,434.80452392310775
291E|BT BATOK ST 24,291E,BT BATOK ST 24,exact_building,291E BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 654291,BUKIT BATOK,836.9365652058397,True,836.9365652058397
290A|BT BATOK ST 24,290A,BT BATOK ST 24,exact_building,290A BUKIT BATOK STREET 24 HDB PUBLIC SHELTERS,BUKIT BATOK,1000.7665129163966,True,1000.7665129163966
288D|BT BATOK ST 25,288D,BT BATOK ST 25,exact_building,288D BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 653288,BUKIT BATOK,1110.4782262736476,True,1110.4782262736476
288B|BT BATOK ST 25,288B,BT BATOK ST 25,exact_building,288B BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 651288,BUKIT BATOK,1233.6585537735418,True,1233.6585537735418
170|GANGSA RD,170,GANGSA RD,exact_building,170 GANGSA ROAD SINGAPORE 670170,BUKIT PANJANG,452.26837922065454,True,452.26837922065454
446|CHOA CHU KANG AVE 4,446,CHOA CHU KANG AVE 4,exact_building,446 CHOA CHU KANG AVENUE 4 SINGAPORE 680446,CHOA CHU KANG,946.8583415823548,True,946.8583415823548
159|JLN TECK WHYE,159,JLN TECK WHYE,exact_building,159 JALAN TECK WHYE SINGAPORE 680159,BUKIT PANJANG,353.3202227272378,True,353.3202227272378
442|CHOA CHU KANG AVE 4,442,CHOA CHU KANG AVE 4,exact_building,442 CHOA CHU KANG AVENUE 4 SINGAPORE 680442,CHOA CHU KANG,852.2691250000242,True,852.2691250000242
167|HOUGANG AVE 1,167,HOUGANG AVE 1,exact_building,167 HOUGANG AVENUE 1 SINGAPORE 530167,KOVAN,972.0412599225916,True,972.0412599225916
172|HOUGANG AVE 1,172,HOUGANG AVE 1,exact_building,172 HOUGANG AVENUE 1 SINGAPORE 530172,KOVAN,1142.8404032919302,True,1142.8404032919302
173|HOUGANG AVE 1,173,HOUGANG AVE 1,exact_building,173 HOUGANG AVENUE 1 SINGAPORE 530173,KOVAN,1163.815851400432,True,1163.815851400432
917|HOUGANG AVE 9,917,HOUGANG AVE 9,exact_building,917 HOUGANG AVENUE 9 SINGAPORE 530917,HOUGANG,995.45139702715,True,995.45139702715
918|HOUGANG AVE 9,918,HOUGANG AVE 9,exact_building,918 HOUGANG AVENUE 9 SINGAPORE 530918,HOUGANG,1015.2363855382528,True,1015.2363855382528
158|HOUGANG ST 11,158,HOUGANG ST 11,exact_building,158 HOUGANG STREET 11 SINGAPORE 530158,SERANGOON,711.9956174229922,True,711.9956174229922
350|CORPORATION DR,350,CORPORATION DR,exact_building,350 CORPORATION DRIVE SINGAPORE 610350,LAKESIDE,608.3652479957212,True,608.3652479957212
693|JURONG WEST CTRL 1,693,JURONG WEST CTRL 1,exact_building,693 JURONG WEST CENTRAL 1 SINGAPORE 640693,BOON LAY,463.5251230548627,True,463.5251230548627
695|JURONG WEST CTRL 1,695,JURONG WEST CTRL 1,exact_building,695 JURONG WEST CENTRAL 1 SINGAPORE 640695,BOON LAY,455.52127871603744,True,455.52127871603744
696|JURONG WEST CTRL 1,696,JURONG WEST CTRL 1,exact_building,696 JURONG WEST CENTRAL 1 SINGAPORE 640696,BOON LAY,411.4374641532075,True,411.4374641532075
5|CHANGI VILLAGE RD,5,CHANGI VILLAGE RD,unresolved,,,,False,
741|TAMPINES ST 72,741,TAMPINES ST 72,exact_building,741 TAMPINES STREET 72 CAVENUR KINDERGARTEN,TAMPINES,1164.5718682580784,True,1164.5718682580784
722|TAMPINES ST 72,722,TAMPINES ST 72,exact_building,722 TAMPINES STREET 72 TAMPINES STARLIGHT SINGAPORE 520722,TAMPINES,879.2229916901781,True,879.2229916901781
723|TAMPINES ST 72,723,TAMPINES ST 72,exact_building,723 TAMPINES STREET 72 TAMPINES STARLIGHT SINGAPORE 520723,TAMPINES,951.4798785284746,True,951.4798785284746
749|WOODLANDS CIRCLE,749,WOODLANDS CIRCLE,exact_building,749 WOODLANDS CIRCLE SINGAPORE 730749,ADMIRALTY,804.7152102572777,True,804.7152102572777
753|WOODLANDS CIRCLE,753,WOODLANDS CIRCLE,exact_building,753 WOODLANDS CIRCLE SINGAPORE 730753,ADMIRALTY,875.1604656623447,True,875.1604656623447
787C|WOODLANDS CRES,787C,WOODLANDS CRES,exact_building,787C WOODLANDS CRESCENT SINGAPORE 733787,ADMIRALTY,480.1219538842825,True,480.1219538842825
786D|WOODLANDS DR 60,786D,WOODLANDS DR 60,exact_building,786D WOODLANDS DRIVE 60 SINGAPORE 734786,ADMIRALTY,649.7120469039431,True,649.7120469039431
427|WOODLANDS ST 41,427,WOODLANDS ST 41,exact_building,427 WOODLANDS STREET 41 SINGAPORE 730427,MARSILING,593.9476915495355,True,593.9476915495355
786E|WOODLANDS DR 60,786E,WOODLANDS DR 60,exact_building,786E WOODLANDS DRIVE 60 SINGAPORE 735786,ADMIRALTY,721.076844861495,True,721.076844861495
613A|BEDOK RESERVOIR RD,613A,BEDOK RESERVOIR RD,exact_building,613A BEDOK RESERVOIR ROAD SINGAPORE 471613,BEDOK NORTH,206.1558657483672,True,206.1558657483672
291C|BT BATOK ST 24,291C,BT BATOK ST 24,exact_building,291C BUKIT BATOK STREET 24 SPRING VIEW SINGAPORE 652291,BUKIT BATOK,901.2984523209808,True,901.2984523209808
289A|BT BATOK ST 25,289A,BT BATOK ST 25,exact_building,289A BUKIT BATOK STREET 25 NATURE VIEW SINGAPORE 650289,BUKIT BATOK,1296.2063280541229,True,1296.2063280541229
10|JLN BT HO SWEE,10,JLN BT HO SWEE,exact_building,10 JALAN BUKIT HO SWEE BUKIT HO SWEE VIEW SINGAPORE 161010,HAVELOCK,107.54967967498094,True,107.54967967498094
504|JELAPANG RD,504,JELAPANG RD,exact_building,504 JELAPANG ROAD PANSHAN VIEW SINGAPORE 670504,BUKIT PANJANG,845.7549529218705,True,845.7549529218705
512|JELAPANG RD,512,JELAPANG RD,exact_building,512 JELAPANG ROAD PANGSHAN COURT SINGAPORE 670512,BUKIT PANJANG,1162.8311893202251,True,1162.8311893202251
150|JLN TECK WHYE,150,JLN TECK WHYE,exact_building,150 JALAN TECK WHYE SINGAPORE 680150,BUKIT PANJANG,449.7207036396822,True,449.7207036396822
443|CHOA CHU KANG AVE 4,443,CHOA CHU KANG AVE 4,exact_building,443 CHOA CHU KANG AVENUE 4 SINGAPORE 680443,CHOA CHU KANG,854.4032797254953,True,854.4032797254953
156|JLN TECK WHYE,156,JLN TECK WHYE,exact_building,156 JALAN TECK WHYE SINGAPORE 680156,BUKIT PANJANG,391.6689450362139,True,391.6689450362139
168|HOUGANG AVE 1,168,HOUGANG AVE 1,exact_building,168 HOUGANG AVENUE 1 SINGAPORE 530168,KOVAN,987.8274010481674,True,987.8274010481674
171|HOUGANG AVE 1,171,HOUGANG AVE 1,exact_building,171 HOUGANG AVENUE 1 SINGAPORE 530171,KOVAN,1071.6338922259288,True,1071.6338922259288
923|HOUGANG AVE 9,923,HOUGANG AVE 9,exact_building,923 HOUGANG AVENUE 9 SINGAPORE 530923,HOUGANG,1102.4508581893049,True,1102.4508581893049
160|HOUGANG ST 11,160,HOUGANG ST 11,exact_building,160 HOUGANG STREET 11 SINGAPORE 530160,SERANGOON,579.1514296151869,True,579.1514296151869
